bgold;rgold;btop;bjungle;bmid;badc;bsupp;rtop;rjungle;rmid;radc;rsupp;bResult
0.281393394;0.270525186;0.50342465749999998;0.48588410099999996;0.49562682219999998;0.49717514119999995;0.52173913039999997;0.48898678410000002;0.50144092220000003;0.5411255411;0.5345858241;0.52649769589999995;1
0.288221606;0.293280813;0.48898678410000002;0.52989130429999998;0.49562682219999998;0.495049505;0.47200000000000003;0.50342465749999998;0.50915750920000002;0.53103448279999999;0.48921679910000004;0.52100840339999999;0
0.28635865;0.273962033;0.41726618709999996;0.52989130429999998;0.5411255411;0.5345858241;0.52100840339999999;0.51428571430000003;0.48780487800000005;0.53103448279999999;0.48921679910000004;0.52173913039999997;1
0.276198759;0.286671752;0.50342465749999998;0.50915750920000002;0.50535331909999992;0.5345858241;0.52649769589999995;0.48898678410000002;0.5096153846;0.48173207039999999;0.46212121210000001;0.52173913039999997;0
0.330070255;0.292624688;0.48898678410000002;0.50915750920000002;0.50599520379999996;0.42533936650000004;0.52173913039999997;0.51428571430000003;0.48588410099999996;0.48173207039999999;0.48921679910000004;0.52100840339999999;1
0.34343886;0.375469212;0.54672897200000004;0.52989130429999998;0.50535331909999992;0.5345858241;0.52100840339999999;0.48898678410000002;0.50915750920000002;0.48173207039999999;0.48921679910000004;0.52649769589999995;0
0.290357295;0.276259544;0.50342465749999998;0.50915750920000002;0.41249999999999998;0.48921679910000004;0.52173913039999997;0.41726618709999996;0.48780487800000005;0.50535331909999992;0.42533936650000004;0.47159090910000001;1
0.296715979;0.265006911;0.41726618709999996;0.50915750920000002;0.53103448279999999;0.495049505;0.52100840339999999;0.52187028660000001;0.52989130429999998;0.50535331909999992;0.5345858241;0.42857142860000003;1
0.256893072;0.291882677;0.51428571430000003;0.48588410099999996;0.49635036499999996;0.46212121210000001;0.52173913039999997;0.54672897200000004;0.58730158730000004;0.63981042649999997;0.48921679910000004;0.53313253009999995;0
0.35032097;0.306461276;0.50342465749999998;0.46666666669999995;0.49635036499999996;0.5345858241;0.47159090910000001;0.48898678410000002;0.52989130429999998;0.50535331909999992;0.47199046480000001;0.53313253009999995;1
0.246477833;0.237909318;0.48898678410000002;0.50915750920000002;0.53103448279999999;0.48921679910000004;0.53313253009999995;0.48173207039999999;0.48780487800000005;0.41249999999999998;0.45647058819999997;0.52173913039999997;1
0.261963242;0.260389018;0.5362318841;0.50915750920000002;0.54672897200000004;0.47199046480000001;0.53313253009999995;0.48898678410000002;0.48588410099999996;0.49562682219999998;0.48921679910000004;0.52649769589999995;1
0.314952386;0.281704383;0.50342465749999998;0.58730158730000004;0.50599520379999996;0.55195911409999998;0.52100840339999999;0.48898678410000002;0.50915750920000002;0.49562682219999998;0.5345858241;0.47200000000000003;1
0.30884472;0.326357479;0.48173207039999999;0.48780487800000005;0.41249999999999998;0.48921679910000004;0.52173913039999997;0.51428571430000003;0.50915750920000002;0.48148148149999997;0.55195911409999998;0.42857142860000003;0
0.312271154;0.301739057;0.53098982419999996;0.50915750920000002;0.50535331909999992;0.55195911409999998;0.52100840339999999;0.48173207039999999;0.52989130429999998;0.53313253009999995;0.42533936650000004;0.52173913039999997;1
0.284984418;0.281777789;0.52187028660000001;0.58730158730000004;0.63981042649999997;0.495049505;0.53313253009999995;0.48898678410000002;0.48588410099999996;0.50535331909999992;0.48921679910000004;0.52173913039999997;1
0.267126551;0.30173406;0.48898678410000002;0.50915750920000002;0.53103448279999999;0.46212121210000001;0.47159090910000001;0.53098982419999996;0.48780487800000005;0.63981042649999997;0.5345858241;0.52173913039999997;0
0.296100043;0.269787787;0.50599520379999996;0.50915750920000002;0.41249999999999998;0.42533936650000004;0.53313253009999995;0.48898678410000002;0.5096153846;0.49562682219999998;0.495049505;0.52173913039999997;1
0.287142551;0.289879262;0.48898678410000002;0.48780487800000005;0.50535331909999992;0.46212121210000001;0.47159090910000001;0.48051948049999998;0.50915750920000002;0.49635036499999996;0.47199046480000001;0.52173913039999997;1
0.27441651;0.29453815;0.51428571430000003;0.52989130429999998;0.49562682219999998;0.5345858241;0.52173913039999997;0.50599520379999996;0.50915750920000002;0.48921679910000004;0.55195911409999998;0.52649769589999995;0
0.242744965;0.275251432;0.48173207039999999;0.48588410099999996;0.48921679910000004;0.55195911409999998;0.53313253009999995;0.52187028660000001;0.48780487800000005;0.49562682219999998;0.47199046480000001;0.52100840339999999;0
0.315983751;0.29052553;0.53098982419999996;0.58730158730000004;0.54672897200000004;0.47199046480000001;0.52100840339999999;0.50342465749999998;0.50915750920000002;0.48921679910000004;0.5345858241;0.47200000000000003;1
0.279851348;0.309281782;0.48588410099999996;0.58730158730000004;0.53103448279999999;0.48921679910000004;0.52649769589999995;0.53098982419999996;0.48780487800000005;0.41249999999999998;0.5345858241;0.53313253009999995;0
0.279181374;0.260310875;0.50599520379999996;0.48588410099999996;0.41249999999999998;0.49275362319999999;0.47159090910000001;0.51428571430000003;0.50915750920000002;0.48148148149999997;0.5345858241;0.53313253009999995;1
0.30844737;0.332886757;0.48898678410000002;0.50915750920000002;0.54672897200000004;0.5345858241;0.52173913039999997;0.50342465749999998;0.58730158730000004;0.54631379959999993;0.49717514119999995;0.53313253009999995;0
0.335236835;0.311871367;0.52187028660000001;0.58730158730000004;0.50535331909999992;0.47199046480000001;0.53313253009999995;0.53098982419999996;0.50915750920000002;0.41249999999999998;0.47095435680000003;0.52173913039999997;1
0.313198727;0.288630988;0.50599520379999996;0.48780487800000005;0.45647058819999997;0.5345858241;0.493360572;0.50342465749999998;0.58730158730000004;0.53103448279999999;0.48921679910000004;0.52173913039999997;1
0.265403866;0.283200379;0.53098982419999996;0.58730158730000004;0.45647058819999997;0.49275362319999999;0.52100840339999999;0.52187028660000001;0.50915750920000002;0.49562682219999998;0.5345858241;0.53313253009999995;0
0.346733903;0.307735514;0.5362318841;0.48588410099999996;0.50599520379999996;0.47199046480000001;0.53313253009999995;0.48898678410000002;0.48780487800000005;0.48173207039999999;0.55195911409999998;0.52100840339999999;1
0.340122716;0.304186863;0.51428571430000003;0.58730158730000004;0.49562682219999998;0.49717514119999995;0.52173913039999997;0.53098982419999996;0.48780487800000005;0.49295774649999996;0.47199046480000001;0.53313253009999995;1
0.251941453;0.272589582;0.50342465749999998;0.48588410099999996;0.50535331909999992;0.55195911409999998;0.52649769589999995;0.51428571430000003;0.50915750920000002;0.54631379959999993;0.49717514119999995;0.53313253009999995;0
0.290150154;0.272987063;0.50599520379999996;0.58730158730000004;0.54672897200000004;0.47199046480000001;0.53313253009999995;0.53098982419999996;0.48588410099999996;0.45647058819999997;0.5345858241;0.47200000000000003;1
0.325627841;0.379548257;0.48898678410000002;0.50915750920000002;0.50535331909999992;0.5345858241;0.52649769589999995;0.53098982419999996;0.54631379959999993;0.63981042649999997;0.55195911409999998;0.52173913039999997;0
0.293776177;0.297884148;0.53098982419999996;0.48588410099999996;0.54672897200000004;0.5;0.52649769589999995;0.52187028660000001;0.50915750920000002;0.49562682219999998;0.47199046480000001;0.47200000000000003;0
0.271841443;0.279975841;0.53098982419999996;0.50915750920000002;0.41249999999999998;0.47199046480000001;0.455026455;0.50599520379999996;0.58730158730000004;0.63981042649999997;0.5345858241;0.52173913039999997;0
0.318324102;0.274124786;0.50599520379999996;0.48588410099999996;0.49562682219999998;0.47199046480000001;0.47200000000000003;0.53098982419999996;0.58730158730000004;0.54672897200000004;0.47095435680000003;0.52173913039999997;1
0.297048159;0.273544081;0.52187028660000001;0.58730158730000004;0.50599520379999996;0.49717514119999995;0.53313253009999995;0.48898678410000002;0.50915750920000002;0.41249999999999998;0.47199046480000001;0.52649769589999995;1
