bgold;rgold;mblue;mred;bResult
0.28866447;0.318157411;0.497346819;0.485092771;1
0.23637681;0.234004333;0.505269278;0.481323718;1
0.323441282;0.321270744;0.483048223;0.500929876;1
0.284594639;0.265031944;0.506420079;0.504792573;0
0.335783534;0.309498634;0.510426349;0.510439697;0
0.320180462;0.301157644;0.494736272;0.500713306;0
0.325384289;0.341873398;0.494621382;0.483719261;1
0.265678374;0.249711416;0.488204974;0.498003856;0
0.270197362;0.278971848;0.528576557;0.494491111;1
0.28930206;0.270355625;0.4922726;0.504195888;1
0.264267805;0.293731896;0.518741312;0.468841385;1
0.324355708;0.311385084;0.49812643;0.499650487;1
0.304387833;0.31664837;0.494798703;0.49341443;1
0.335441632;0.298508724;0.494271796;0.485532992;0
0.342332197;0.365989695;0.511341562;0.497216152;1
0.279017611;0.268107942;0.503638441;0.480004342;0
0.316730724;0.280762151;0.491407535;0.520148722;1
0.292808834;0.319103751;0.501774172;0.500245789;0
0.290680764;0.300564986;0.512551742;0.506414836;1
0.2916232;0.320523446;0.47782779;0.500938374;0
0.323031996;0.342542577;0.475648237;0.499838201;1
0.353941819;0.328481853;0.495359505;0.493765889;0
0.369008815;0.323832121;0.511308646;0.506009082;1
0.309002549;0.329193895;0.530695406;0.499675056;1
0.304059464;0.338716962;0.506229125;0.495741709;0
0.246815496;0.23920613;0.47646958;0.502905704;0
0.330479753;0.328840445;0.510447083;0.501860654;0
0.380941971;0.324039464;0.500642537;0.479033106;0
0.35546577;0.326705684;0.489264811;0.478143531;1
0.273277888;0.270663922;0.495612417;0.483228118;1
0.260942841;0.271697665;0.501562525;0.504596729;0
0.288162367;0.265338935;0.490030785;0.514240146;0
0.261945316;0.243224028;0.501948606;0.501368749;0
0.289697917;0.30626693;0.486790032;0.493922829;1
0.336163608;0.296800324;0.500642574;0.486991261;1
0.318770307;0.338029166;0.498302906;0.483286553;1
0.287778879;0.272747356;0.483115706;0.496434708;0
0.329939637;0.352859218;0.489473783;0.500826865;1
0.290364298;0.313126673;0.497249777;0.502196369;1
0.281391155;0.266378309;0.498518514;0.494541319;0
0.309298342;0.334868358;0.500938374;0.494006783;1
0.339950205;0.374560792;0.510204107;0.479971989;0
0.282102916;0.286709112;0.480028549;0.48392089;1
0.334980962;0.315092926;0.493036324;0.483427755;0
0.337532694;0.361107391;0.473922316;0.521626522;0
0.279431384;0.268047941;0.487186561;0.527167833;1
0.249234786;0.238643967;0.489421757;0.498715282;0
0.296030193;0.282263413;0.483600404;0.513882621;0
0.319829362;0.309755651;0.49302091;0.499168649;0
0.33642307;0.330396139;0.512368593;0.471117575;1
0.288134032;0.294080004;0.481219072;0.495359505;0
0.360011917;0.319169751;0.491732324;0.488624576;1
0.33252667;0.327112514;0.500614264;0.494587371;1
0.306533504;0.279647713;0.489041898;0.495023077;0
0.369015597;0.348528164;0.519142335;0.501264294;1
0.316417251;0.333481199;0.496622786;0.499503707;1
0.274322946;0.285165062;0.529954471;0.490945852;0
0.287341119;0.300895371;0.494985553;0.484181387;1
0.309626188;0.355237157;0.4908184;0.491736744;0
0.268553669;0.301516675;0.498627035;0.484000317;1
0.22508055;0.23254867;0.484784502;0.518247697;1
0.277682698;0.311956888;0.495214088;0.474482211;0
0.276938898;0.26979202;0.471900019;0.482275783;0
0.315690371;0.293530597;0.474901196;0.498216415;0
0.298119979;0.323064292;0.498216415;0.498652123;0
0.31522614;0.289864913;0.480939968;0.488537358;0
0.37067602;0.325584616;0.474807462;0.500893898;0
0.310905825;0.325888999;0.507472536;0.498147106;0
0.277173902;0.261568575;0.506460048;0.500625975;1
0.287988548;0.304207621;0.505972864;0.5148876;1
0.34494236;0.301237724;0.492743049;0.481781043;0
0.270975299;0.294583706;0.491022321;0.520952443;1
0.376359978;0.346325255;0.481424058;0.480630909;1
0.318130225;0.375253548;0.514991677;0.470049168;0
0.364661256;0.326870328;0.483422639;0.486140441;1
0.29503832;0.316206448;0.497843162;0.511016233;0
0.307533942;0.342259007;0.491308682;0.474609678;1
0.284682138;0.284612416;0.463531965;0.505265317;0
0.25436259;0.248054315;0.514905018;0.507703342;1
0.320960222;0.321983725;0.498084336;0.480171602;0
0.29066691;0.289003969;0.484148635;0.494888986;1
0.265948613;0.278342653;0.488941198;0.493900092;0
0.247475014;0.227437242;0.481702048;0.492462751;0
0.287963722;0.263156919;0.492059565;0.467724042;1
0.284486716;0.301018146;0.492577701;0.492014296;0
0.334820213;0.30897305;0.501908544;0.492577701;0
0.313691058;0.292363722;0.499168649;0.49647638;1
0.266764328;0.292519259;0.478993258;0.480982986;1
0.279888242;0.260587581;0.486866563;0.483784827;1
0.290577373;0.292659155;0.484657276;0.500272984;0
0.29398782;0.320620816;0.483345159;0.482871704;1
0.27869321;0.273511269;0.484158503;0.492531405;1
0.277506221;0.282038751;0.476908891;0.484794852;0
0.270591343;0.28696306;0.477377318;0.50924646;1
0.338386505;0.379535656;0.484672547;0.500389123;1
0.365494271;0.327478573;0.516191295;0.480907955;0
0.351857278;0.321752567;0.494218592;0.498311622;1
0.321820305;0.340379854;0.504070128;0.459949479;1
0.329185029;0.366631105;0.505435718;0.503533565;0
0.325970699;0.295382443;0.483690651;0.490384635;0
0.309457418;0.29379995;0.511038106;0.494636311;1
0.297565933;0.281603933;0.50874118;0.497751234;1
0.328509951;0.339878871;0.48295509;0.502325534;0
0.303379309;0.346032209;0.524113147;0.509231947;0
0.357124209;0.34984044;0.509487091;0.532309018;1
0.275966975;0.273728446;0.494819893;0.493902138;1
0.31326138;0.324032218;0.477998434;0.481446292;1
0.272517839;0.277216967;0.501515536;0.497015036;0
0.266278474;0.268127266;0.503067253;0.498715282;0
0.340486168;0.310702477;0.492756544;0.489746498;1
0.309155898;0.299132412;0.502947951;0.497195595;1
0.336327182;0.3143468;0.49577726;0.485832888;0
0.272436767;0.28852735;0.508287297;0.477944846;0
0.312053851;0.342553888;0.498298189;0.488835199;1
0.330168469;0.307404635;0.507877789;0.521843067;1
0.259118789;0.255163349;0.49481481;0.513480424;0
0.303746111;0.280580814;0.504525621;0.517533785;1
0.304451952;0.328903395;0.484462932;0.491867373;0
0.309052263;0.325074169;0.485148357;0.536589194;0
0.288722574;0.321109856;0.489240326;0.513960053;1
0.305083138;0.320980309;0.503383994;0.505437128;0
0.296886759;0.276876309;0.509363106;0.476934237;1
0.266539344;0.300590132;0.478129228;0.50695281;0
0.327181525;0.357240773;0.508895579;0.483755199;0
0.385452674;0.345792701;0.481459231;0.48861897;0
0.284682934;0.30167767;0.483709084;0.510505949;0
0.285861582;0.29592284;0.509623177;0.495325745;1
0.303024894;0.288464943;0.492386166;0.495099276;0
0.269225941;0.273567544;0.479065281;0.493506469;0
0.261762539;0.251863793;0.501346216;0.483709837;1
0.296210292;0.319651783;0.496467556;0.523310207;0
0.277976564;0.26005349;0.527210693;0.490594436;0
0.367672269;0.339035307;0.490594436;0.515795676;1
0.310771319;0.2885199;0.467009063;0.505265317;0
0.334470396;0.306938958;0.489899914;0.490318052;1
0.299302702;0.303251935;0.499886763;0.497779655;0
0.336683362;0.308762303;0.517349895;0.479508001;1
0.298571845;0.269993186;0.496203435;0.495980804;1
0.292762097;0.26688085;0.494876299;0.485064206;1
0.327190182;0.310549733;0.477064889;0.488441476;1
0.273903746;0.296134343;0.491448032;0.541023129;0
0.332231995;0.328518091;0.499201763;0.508257843;1
0.27373865;0.30996341;0.500239455;0.515354433;1
0.214889637;0.214696088;0.508709342;0.516520726;1
0.348701711;0.310346315;0.480365602;0.490280997;1
0.324916046;0.355736781;0.477132384;0.510826262;0
0.316966344;0.352804507;0.504635044;0.502076518;1
0.292109826;0.302098664;0.477383984;0.49426542;0
0.315470919;0.337140646;0.506491805;0.521565638;0
0.290390697;0.26848393;0.509623177;0.491423258;1
0.369976536;0.336634073;0.494312381;0.510065816;0
0.270550968;0.280330704;0.490405949;0.510908184;0
0.276384135;0.311060058;0.493954399;0.474995847;0
0.333094259;0.297353714;0.511397074;0.485045926;0
0.345714262;0.329928141;0.510085293;0.490182159;1
0.408347756;0.392185015;0.486581404;0.490386762;1
0.264737739;0.263769362;0.511337416;0.480138862;0
0.293228909;0.31482745;0.484733077;0.500716092;0
0.358065672;0.335225087;0.495789588;0.498498312;1
0.329142308;0.306000299;0.537143342;0.474625828;1
0.288857999;0.320223732;0.515939411;0.505921546;0
0.245436823;0.228662646;0.51469197;0.481913006;0
0.293135842;0.287730139;0.496329854;0.507990925;0
0.288012757;0.280925997;0.4963654;0.489348523;1
0.284421965;0.310025397;0.536401524;0.502837675;1
0.29614434;0.3433534;0.507390547;0.493329175;0
0.276057764;0.284508756;0.488849169;0.507290247;1
0.355341999;0.333489208;0.523964573;0.472655602;1
0.362259745;0.322734779;0.496688916;0.471514464;0
0.310815289;0.333480603;0.498488807;0.499576491;0
0.322956309;0.357202061;0.474555917;0.492468117;0
0.348865698;0.328263896;0.491736744;0.469593119;1
0.287152408;0.261800138;0.525786437;0.486368057;1
0.30663848;0.356808077;0.525320229;0.497779655;1
0.260936234;0.291404867;0.496688916;0.515871866;0
0.306470502;0.283807901;0.468626889;0.482604699;0
0.300425365;0.317196473;0.471926259;0.476022915;1
0.378878897;0.364705685;0.510908184;0.487294584;1
0.357144629;0.322317489;0.497018743;0.510180995;0
0.319701177;0.323915005;0.455738817;0.523606235;0
0.281996649;0.292605883;0.508091612;0.51298604;1
0.348314608;0.332584189;0.505019646;0.487274559;0
0.295736297;0.294277548;0.519889686;0.520110518;1
0.305369528;0.303175554;0.517144425;0.485793914;1
0.24600689;0.243462947;0.503481825;0.491885523;0
0.273450538;0.292271059;0.504863373;0.498339022;0
0.26806147;0.260424457;0.526594175;0.504863373;1
0.35773208;0.32243765;0.528314851;0.49722468;0
0.308502447;0.280623679;0.490073454;0.509770018;1
0.281178025;0.260973914;0.491483836;0.50633395;0
0.273597069;0.26997966;0.489177844;0.489349249;1
0.297876711;0.304864971;0.506678792;0.495927887;0
0.34208644;0.329643121;0.5245893;0.478715997;1
0.351965124;0.30818331;0.519858304;0.478603021;1
0.303206179;0.32569122;0.514941656;0.473181835;1
0.312180769;0.284936548;0.485859255;0.486599317;1
0.299407292;0.295576023;0.473056925;0.51030063;0
0.333358577;0.297150275;0.528397859;0.483018902;1
