btop,bjungle,bmid,badc,bsupp,rtop,rjungle,rmid,radc,rsupp,bResult
0.50342465749999998,0.48588410099999996,0.49562682219999998,0.49717514119999995,0.52173913039999997,0.48898678410000002,0.50144092220000003,0.5411255411,0.5345858241,0.52649769589999995,1
0.48898678410000002,0.52989130429999998,0.49562682219999998,0.495049505,0.47200000000000003,0.50342465749999998,0.50915750920000002,0.53103448279999999,0.48921679910000004,0.52100840339999999,0
0.41726618709999996,0.52989130429999998,0.5411255411,0.5345858241,0.52100840339999999,0.51428571430000003,0.48780487800000005,0.53103448279999999,0.48921679910000004,0.52173913039999997,1
0.50342465749999998,0.50915750920000002,0.50535331909999992,0.5345858241,0.52649769589999995,0.48898678410000002,0.5096153846,0.48173207039999999,0.46212121210000001,0.52173913039999997,0
0.48898678410000002,0.50915750920000002,0.50599520379999996,0.42533936650000004,0.52173913039999997,0.51428571430000003,0.48588410099999996,0.48173207039999999,0.48921679910000004,0.52100840339999999,1
0.54672897200000004,0.52989130429999998,0.50535331909999992,0.5345858241,0.52100840339999999,0.48898678410000002,0.50915750920000002,0.48173207039999999,0.48921679910000004,0.52649769589999995,0
0.50342465749999998,0.50915750920000002,0.41249999999999998,0.48921679910000004,0.52173913039999997,0.41726618709999996,0.48780487800000005,0.50535331909999992,0.42533936650000004,0.47159090910000001,1
0.41726618709999996,0.50915750920000002,0.53103448279999999,0.495049505,0.52100840339999999,0.52187028660000001,0.52989130429999998,0.50535331909999992,0.5345858241,0.42857142860000003,1
0.51428571430000003,0.48588410099999996,0.49635036499999996,0.46212121210000001,0.52173913039999997,0.54672897200000004,0.58730158730000004,0.63981042649999997,0.48921679910000004,0.53313253009999995,0
0.50342465749999998,0.46666666669999995,0.49635036499999996,0.5345858241,0.47159090910000001,0.48898678410000002,0.52989130429999998,0.50535331909999992,0.47199046480000001,0.53313253009999995,1
0.48898678410000002,0.50915750920000002,0.53103448279999999,0.48921679910000004,0.53313253009999995,0.48173207039999999,0.48780487800000005,0.41249999999999998,0.45647058819999997,0.52173913039999997,1
0.5362318841,0.50915750920000002,0.54672897200000004,0.47199046480000001,0.53313253009999995,0.48898678410000002,0.48588410099999996,0.49562682219999998,0.48921679910000004,0.52649769589999995,1
0.50342465749999998,0.58730158730000004,0.50599520379999996,0.55195911409999998,0.52100840339999999,0.48898678410000002,0.50915750920000002,0.49562682219999998,0.5345858241,0.47200000000000003,1
0.48173207039999999,0.48780487800000005,0.41249999999999998,0.48921679910000004,0.52173913039999997,0.51428571430000003,0.50915750920000002,0.48148148149999997,0.55195911409999998,0.42857142860000003,0
0.53098982419999996,0.50915750920000002,0.50535331909999992,0.55195911409999998,0.52100840339999999,0.48173207039999999,0.52989130429999998,0.53313253009999995,0.42533936650000004,0.52173913039999997,1
0.52187028660000001,0.58730158730000004,0.63981042649999997,0.495049505,0.53313253009999995,0.48898678410000002,0.48588410099999996,0.50535331909999992,0.48921679910000004,0.52173913039999997,1
0.48898678410000002,0.50915750920000002,0.53103448279999999,0.46212121210000001,0.47159090910000001,0.53098982419999996,0.48780487800000005,0.63981042649999997,0.5345858241,0.52173913039999997,0
0.50599520379999996,0.50915750920000002,0.41249999999999998,0.42533936650000004,0.53313253009999995,0.48898678410000002,0.5096153846,0.49562682219999998,0.495049505,0.52173913039999997,1
0.48898678410000002,0.48780487800000005,0.50535331909999992,0.46212121210000001,0.47159090910000001,0.48051948049999998,0.50915750920000002,0.49635036499999996,0.47199046480000001,0.52173913039999997,1
0.51428571430000003,0.52989130429999998,0.49562682219999998,0.5345858241,0.52173913039999997,0.50599520379999996,0.50915750920000002,0.48921679910000004,0.55195911409999998,0.52649769589999995,0
0.48173207039999999,0.48588410099999996,0.48921679910000004,0.55195911409999998,0.53313253009999995,0.52187028660000001,0.48780487800000005,0.49562682219999998,0.47199046480000001,0.52100840339999999,0
0.53098982419999996,0.58730158730000004,0.54672897200000004,0.47199046480000001,0.52100840339999999,0.50342465749999998,0.50915750920000002,0.48921679910000004,0.5345858241,0.47200000000000003,1
0.48588410099999996,0.58730158730000004,0.53103448279999999,0.48921679910000004,0.52649769589999995,0.53098982419999996,0.48780487800000005,0.41249999999999998,0.5345858241,0.53313253009999995,0
0.50599520379999996,0.48588410099999996,0.41249999999999998,0.49275362319999999,0.47159090910000001,0.51428571430000003,0.50915750920000002,0.48148148149999997,0.5345858241,0.53313253009999995,1
0.48898678410000002,0.50915750920000002,0.54672897200000004,0.5345858241,0.52173913039999997,0.50342465749999998,0.58730158730000004,0.54631379959999993,0.49717514119999995,0.53313253009999995,0
0.52187028660000001,0.58730158730000004,0.50535331909999992,0.47199046480000001,0.53313253009999995,0.53098982419999996,0.50915750920000002,0.41249999999999998,0.47095435680000003,0.52173913039999997,1
0.50599520379999996,0.48780487800000005,0.45647058819999997,0.5345858241,0.493360572,0.50342465749999998,0.58730158730000004,0.53103448279999999,0.48921679910000004,0.52173913039999997,1
0.53098982419999996,0.58730158730000004,0.45647058819999997,0.49275362319999999,0.52100840339999999,0.52187028660000001,0.50915750920000002,0.49562682219999998,0.5345858241,0.53313253009999995,0
0.5362318841,0.48588410099999996,0.50599520379999996,0.47199046480000001,0.53313253009999995,0.48898678410000002,0.48780487800000005,0.48173207039999999,0.55195911409999998,0.52100840339999999,1
